Value,Count,RED,GREEN,BLUE,CL,NVC_CLASS,SC,NVC_SUBCL,FRM,NVC_FORM,DIV,NVC_DIV,MACRO_CD,NVC_MACRO,GR,NVC_GROUP,LEVEL3,ECOLSYS_LU,NVCMES
362,965744,0.96471,0.76863,0.4,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Ne,Southern North American Grassland & Shrubland,M162,Florida Peninsula Scrub & Herb,G176,Florida Dry Prairie,7318,Florida Dry Prairie,2.B.2.NeM162G176E362
363,1096918,0.96471,0.76863,0.4,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,1.B.1.Na,Southeastern North American Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,G008,Sand Pine Scrub Forest & Open Woodland,5214,Florida Peninsula Inland Scrub,1.B.1.NaM007G008E363
364,37775,0.81176,0.52941,0.4,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Ne,Southeastern North American Grassland & Shrubland,M308,Southern Barrens & Glade,G584,Southeastern Coastal Plain Barrens & Glade,5513,West Gulf Coastal Plain Catahoula Barrens,2.B.2.NeM308G584E364
365,547,0.81176,0.52941,0.4,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Ne,Southeastern North American Grassland & Shrubland,M308,Southern Barrens & Glade,G584,Southeastern Coastal Plain Barrens & Glade,5514,West Gulf Coastal Plain Nepheline Syenite Glade,2.B.2.NeM308G584E365
366,861067,0.96471,0.76863,0.65098,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nc,Eastern North American Grassland & Shrubland,M508,Central Interior Calcareous Scrub & Grassland,G174,South-Central Patch Prairie,9901,East Gulf Coastal Plain Jackson Plain Dry Flatwoods - Open Understory Modifier,2.B.2.NcM508G174E366
367,36263,0.96471,0.76863,0.65098,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Ne,Southern North American Grassland & Shrubland,M309,Southeastern Coastal Plain Patch Prairie,G175,Southeastern Coastal Plain Patch Prairie,7319,West Gulf Coastal Plain Northern Calcareous Prairie,2.B.2.NeM309G175E367
368,1793202,0.96471,0.76863,0.65098,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Ne,Southern North American Grassland & Shrubland,M309,Southeastern Coastal Plain Patch Prairie,G175,Southeastern Coastal Plain Patch Prairie,7320,West Gulf Coastal Plain Southern Calcareous Prairie,2.B.2.NeM309G175E368
369,31987,1,0.89804,0.2902,4,"Polar & High Montane Scrub, Grassland & Barrens",4.B,Temperate Alpine to Polar Tundra,4.B.1,Temperate & Boreal Alpine Tundra,4.B.1.Na,Eastern North American Alpine Tundra,M131,Eastern North American Alpine Tundra,G104,Eastern Alpine Tundra,5107,Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,4.B.1.NaM131G087E369
370,2502,0.78824,0.58824,0.45882,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.4,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",2.C.4.Ne,"Atlantic & Gulf Coastal Plain Marsh, Wet Prairie & Shrubland",M067,Atlantic & Gulf Coastal Plain Wet Prairie & Marsh,G777,Atlantic & Gulf Coastal Interdunal Marsh & Wet Prairie,9401,Atlantic and Gulf Coastal Plain Interdunal Wetland,2.C.4.NeM067G777E370
371,29470,0.78824,0.58824,0.45882,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.4,Temperate to Polar Scrub & Herb Coastal Vegetation,2.B.4.Na,Eastern North American Coastal Scrub & Herb Vegetation,M057,Eastern North American Dune & Coastal Grassland,G494,South Atlantic & Gulf Dune & Coastal Grassland,7503,Atlantic Coastal Plain Southern Dune and Maritime Grassland,2.B.4.NaM057G494E371
372,507902,0.78824,0.58824,0.45882,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.4,Temperate to Polar Scrub & Herb Coastal Vegetation,2.B.4.Na,Eastern North American Coastal Scrub & Herb Vegetation,M057,Eastern North American Dune & Coastal Grassland,G494,South Atlantic & Gulf Dune & Coastal Grassland,7508,Central and Upper Texas Coast Dune and Coastal Grassland,2.B.4.NaM057G494E372
373,17120,0.78824,0.58824,0.45882,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.4,Temperate to Polar Scrub & Herb Coastal Vegetation,2.B.4.Na,Eastern North American Coastal Scrub & Herb Vegetation,M057,Eastern North American Dune & Coastal Grassland,G494,South Atlantic & Gulf Dune & Coastal Grassland,7506,East Gulf Coastal Plain Dune and Coastal Grassland,2.B.4.NaM057G494E373
374,180337,0.78824,0.58824,0.45882,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.4,Temperate to Polar Scrub & Herb Coastal Vegetation,2.B.4.Na,Eastern North American Coastal Scrub & Herb Vegetation,M057,Eastern North American Dune & Coastal Grassland,G089,Great Lakes Dune,3116,Great Lakes Dune,2.B.4.NaM057G089E374
375,213392,0.78824,0.58824,0.45882,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.4,Temperate to Polar Scrub & Herb Coastal Vegetation,2.B.4.Na,Eastern North American Coastal Scrub & Herb Vegetation,M057,Eastern North American Dune & Coastal Grassland,G493,North Atlantic Coastal Dune & Grassland,7507,Northern Atlantic Coastal Plain Dune and Swale,2.B.4.NaM057G493E375
376,22373,0.78824,0.58824,0.45882,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.4,Temperate to Polar Scrub & Herb Coastal Vegetation,2.B.4.Na,Eastern North American Coastal Scrub & Herb Vegetation,M057,Eastern North American Dune & Coastal Grassland,G493,North Atlantic Coastal Dune & Grassland,5807,Northern Atlantic Coastal Plain Heathland and Grassland,2.B.4.NaM057G493E376
377,407947,0.78824,0.58824,0.45882,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.4,Temperate to Polar Scrub & Herb Coastal Vegetation,2.B.4.Na,Eastern North American Coastal Scrub & Herb Vegetation,M057,Eastern North American Dune & Coastal Grassland,G494,South Atlantic & Gulf Dune & Coastal Grassland,7510,South Texas Dune and Coastal Grassland,2.B.4.NaM057G494E377
378,3940427,0.78824,0.58824,0.45882,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nb,Central North American Grassland & Shrubland,M054,Central Lowlands Tallgrass Prairie,G335,Blackland & Coastal Tallgrass Prairie,7324,South Texas Sand Sheet Grassland,2.B.2.NbM054G335E378
379,15373,0.78824,0.58824,0.45882,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.4,Temperate to Polar Scrub & Herb Coastal Vegetation,2.B.4.Na,Eastern North American Coastal Scrub & Herb Vegetation,M057,Eastern North American Dune & Coastal Grassland,G494,South Atlantic & Gulf Dune & Coastal Grassland,7504,Southwest Florida Dune and Coastal Grassland,2.B.4.NaM057G494E379
380,5878,0.64706,0.52549,0.34902,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.4,Temperate to Polar Scrub & Herb Coastal Vegetation,2.B.4.Nb,Pacific North American Coastal Scrub & Herb Vegetation,M058,Pacific Coastal Cliff & Bluff,G554,North Pacific Coastal Cliff & Bluff,3211,North Pacific Coastal Cliff and Bluff,2.B.4.NbM058G554E380
381,267634,0.64706,0.52549,0.34902,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.4,Temperate to Polar Scrub & Herb Coastal Vegetation,2.B.4.Nb,Pacific North American Coastal Scrub & Herb Vegetation,M059,Pacific Coastal Beach & Dune,G498,North Pacific Maritime Coastal Beach & Dune,3124,North Pacific Maritime Coastal Sand Dune and Strand,2.B.4.NbM059G498E381
382,172990,0.64706,0.52549,0.34902,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.1,Mediterranean Scrub & Grassland,2.B.1.Na,Californian Scrub,M044,Californian Coastal Scrub,G662,Californian North Coastal & Mesic Scrub,5218,Northern California Coastal Scrub,2.B.1.NaM044G662E382
383,32030,0.64706,0.52941,0.35294,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.1,Mediterranean Scrub & Grassland,2.B.1.Na,Californian Scrub,M044,Californian Coastal Scrub,G662,Californian North Coastal & Mesic Scrub,3305,Mediterranean California Coastal Bluff,2.B.1.NaM044G662E383
384,128936,0.64706,0.52941,0.35294,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.4,Temperate to Polar Scrub & Herb Coastal Vegetation,2.B.4.Nb,Pacific North American Coastal Scrub & Herb Vegetation,M059,Pacific Coastal Beach & Dune,G663,Californian Coastal Beach & Dune,3123,Mediterranean California Northern Coastal Dune,2.B.4.NbM059G663E384
385,27858,0.64706,0.52941,0.35294,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.4,Temperate to Polar Scrub & Herb Coastal Vegetation,2.B.4.Nb,Pacific North American Coastal Scrub & Herb Vegetation,M059,Pacific Coastal Beach & Dune,G663,Californian Coastal Beach & Dune,3122,Mediterranean California Southern Coastal Dune,2.B.4.NbM059G663E385
386,2374,0.64706,0.52941,0.23922,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.4,Temperate to Polar Scrub & Herb Coastal Vegetation,2.B.4.Na,Eastern North American Coastal Scrub & Herb Vegetation,M060,Eastern North American Coastal Beach & Rocky Shore,G660,North Atlantic Coastal Beach,3106,Atlantic Coastal Plain Northern Sandy Beach,2.B.4.NaM060G660E386
387,41532,0.64706,0.52941,0.23922,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.4,Temperate to Polar Scrub & Herb Coastal Vegetation,2.B.4.Na,Eastern North American Coastal Scrub & Herb Vegetation,M060,Eastern North American Coastal Beach & Rocky Shore,G661,South Atlantic & Gulf Coastal Beach,3119,Atlantic Coastal Plain Sea Island Beach,2.B.4.NaM060G661E387
388,149506,0.64706,0.52941,0.23922,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.4,Temperate to Polar Scrub & Herb Coastal Vegetation,2.B.4.Na,Eastern North American Coastal Scrub & Herb Vegetation,M060,Eastern North American Coastal Beach & Rocky Shore,G661,South Atlantic & Gulf Coastal Beach,3107,Atlantic Coastal Plain Southern Beach,2.B.4.NaM060G661E388
389,111343,0.64706,0.52941,0.23922,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.4,Temperate to Polar Scrub & Herb Coastal Vegetation,2.B.4.Na,Eastern North American Coastal Scrub & Herb Vegetation,M060,Eastern North American Coastal Beach & Rocky Shore,G661,South Atlantic & Gulf Coastal Beach,3118,Florida Panhandle Beach Vegetation,2.B.4.NaM060G661E389
390,3395,0.64706,0.52941,0.23922,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.4,Temperate to Polar Scrub & Herb Coastal Vegetation,2.B.4.Na,Eastern North American Coastal Scrub & Herb Vegetation,M060,Eastern North American Coastal Beach & Rocky Shore,G661,South Atlantic & Gulf Coastal Beach,3114,Louisiana Beach,2.B.4.NaM060G661E390
391,7923,0.64706,0.52941,0.23922,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.4,Temperate to Polar Scrub & Herb Coastal Vegetation,2.B.4.Na,Eastern North American Coastal Scrub & Herb Vegetation,M060,Eastern North American Coastal Beach & Rocky Shore,G661,South Atlantic & Gulf Coastal Beach,3112,Northern Atlantic Coastal Plain Sandy Beach,2.B.4.NaM060G661E391
392,2152,0.64706,0.52941,0.23922,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.4,Temperate to Polar Scrub & Herb Coastal Vegetation,2.B.4.Na,Eastern North American Coastal Scrub & Herb Vegetation,M060,Eastern North American Coastal Beach & Rocky Shore,G661,South Atlantic & Gulf Coastal Beach,3125,Texas Coastal Bend Beach,2.B.4.NaM060G661E392
393,884,0.64706,0.52941,0.23922,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.4,Temperate to Polar Scrub & Herb Coastal Vegetation,2.B.4.Na,Eastern North American Coastal Scrub & Herb Vegetation,M060,Eastern North American Coastal Beach & Rocky Shore,G661,South Atlantic & Gulf Coastal Beach,3113,Upper Texas Coast Beach,2.B.4.NaM060G661E393
394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,12,0.43922,0.58824,0.33725,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.2,Temperate to Polar Bog & Fen,2.C.2.Na,North American Bog & Fen,M063,North Pacific Bog & Fen,G284,North Pacific Acidic Open Bog & Fen,9505,Mediterranean California Serpentine Fen,2.C.2.NaM063G284E395
396,4648,0.43922,0.58824,0.33725,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.2,Temperate to Polar Bog & Fen,2.C.2.Na,North American Bog & Fen,M063,North Pacific Bog & Fen,G284,North Pacific Acidic Open Bog & Fen,9504,Mediterranean California Subalpine-Montane Fen,2.C.2.NaM063G284E396
397,53362,0.43922,0.58824,0.33725,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.2,Temperate to Polar Bog & Fen,2.C.2.Na,North American Bog & Fen,M063,North Pacific Bog & Fen,G284,North Pacific Acidic Open Bog & Fen,9502,North Pacific Bog and Fen,2.C.2.NaM063G284E397
398,192121,0.43922,0.68627,0.72941,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.2,Temperate to Polar Bog & Fen,2.C.2.Na,North American Bog & Fen,M876,North American Boreal & Sub-Boreal Acidic Bog & Fen,G515,Rocky Mountain Acidic Fen,9503,Rocky Mountain Subalpine-Montane Fen,2.C.2.NaM876G515E398
399,5465120,0.43922,0.68627,0.33725,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.2,Temperate to Polar Bog & Fen,2.C.2.Nb,Southeastern North American Coastal Bog & Fen,M065,Southeastern Coastal Bog & Fen,G186,Southeastern Coastal Pocosin & Shrub Bog,9207,Atlantic Coastal Plain Peatland Pocosin,2.C.2.NbM065G186E399
400,405,0.43922,0.68627,0.33725,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.4,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",2.C.4.Nd,"Eastern North American Marsh, Wet Meadow & Shrubland",M061,Eastern North American Cool Temperate Seep,G184,Central & Southern Appalachian Seep,9506,Southern and Central Appalachian Bog and Fen,2.C.4.NdM061G184E400
401,776178,0.43922,0.68627,0.8902,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.4,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",2.C.4.Ne,"Atlantic & Gulf Coastal Plain Marsh, Wet Prairie & Shrubland",M066,Atlantic & Gulf Coastal Fresh-Oligohaline Tidal Marsh,G110,Atlantic & Gulf Coast Fresh-Oligohaline Tidal Marsh,9243,Atlantic Coastal Plain Central Fresh-Oligohaline Tidal Marsh,2.C.4.NeM066G110E401
402,58509,0.43922,0.68627,0.8902,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.4,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",2.C.4.Ne,"Atlantic & Gulf Coastal Plain Marsh, Wet Prairie & Shrubland",M066,Atlantic & Gulf Coastal Fresh-Oligohaline Tidal Marsh,G110,Atlantic & Gulf Coast Fresh-Oligohaline Tidal Marsh,9230,Atlantic Coastal Plain Embayed Region Tidal Freshwater Marsh,2.C.4.NeM066G110E402
403,295563,0.43922,0.68627,0.8902,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.4,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",2.C.4.Ne,"Atlantic & Gulf Coastal Plain Marsh, Wet Prairie & Shrubland",M066,Atlantic & Gulf Coastal Fresh-Oligohaline Tidal Marsh,G110,Atlantic & Gulf Coast Fresh-Oligohaline Tidal Marsh,9233,Atlantic Coastal Plain Northern Fresh and Oligohaline Tidal Marsh,2.C.4.NeM066G110E403
404,66394,0.43922,0.68627,0.8902,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.4,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",2.C.4.Ne,"Atlantic & Gulf Coastal Plain Marsh, Wet Prairie & Shrubland",M066,Atlantic & Gulf Coastal Fresh-Oligohaline Tidal Marsh,G110,Atlantic & Gulf Coast Fresh-Oligohaline Tidal Marsh,9232,Florida Big Bend Fresh-Oligohaline Tidal Marsh,2.C.4.NeM066G110E404
405,164779,0.43922,0.68627,0.70588,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.4,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",2.C.4.Ne,"Atlantic & Gulf Coastal Plain Marsh, Wet Prairie & Shrubland",M067,Atlantic & Gulf Coastal Plain Wet Prairie & Marsh,G111,Atlantic & Gulf Coastal Plain Pondshore & Wet Prairie,9716,Atlantic Coastal Plain Depression Pondshore,2.C.4.NeM067G111E405
406,2095,0.43922,0.68627,0.70588,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.4,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",2.C.4.Ne,"Atlantic & Gulf Coastal Plain Marsh, Wet Prairie & Shrubland",M067,Atlantic & Gulf Coastal Plain Wet Prairie & Marsh,G111,Atlantic & Gulf Coastal Plain Pondshore & Wet Prairie,9215,Atlantic Coastal Plain Large Natural Lakeshore,2.C.4.NeM067G111E406
407,136146,0.43922,0.68627,0.70588,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.4,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",2.C.4.Ne,"Atlantic & Gulf Coastal Plain Marsh, Wet Prairie & Shrubland",M067,Atlantic & Gulf Coastal Plain Wet Prairie & Marsh,G111,Atlantic & Gulf Coastal Plain Pondshore & Wet Prairie,9712,Central Florida Herbaceous Pondshore,2.C.4.NeM067G111E407
408,626887,0.43922,0.68627,0.70588,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.4,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",2.C.4.Ne,"Atlantic & Gulf Coastal Plain Marsh, Wet Prairie & Shrubland",M067,Atlantic & Gulf Coastal Plain Wet Prairie & Marsh,G111,Atlantic & Gulf Coastal Plain Pondshore & Wet Prairie,9231,Central Florida Herbaceous Seep,2.C.4.NeM067G111E408
409,134740,0.43922,0.68627,0.70588,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.4,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",2.C.4.Ne,"Atlantic & Gulf Coastal Plain Marsh, Wet Prairie & Shrubland",M067,Atlantic & Gulf Coastal Plain Wet Prairie & Marsh,G111,Atlantic & Gulf Coastal Plain Pondshore & Wet Prairie,9603,East Gulf Coastal Plain Savanna and Wet Prairie,2.C.4.NeM067G111E409
410,235433,0.43922,0.68627,0.70588,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.4,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",2.C.4.Ne,"Atlantic & Gulf Coastal Plain Marsh, Wet Prairie & Shrubland",M067,Atlantic & Gulf Coastal Plain Wet Prairie & Marsh,G111,Atlantic & Gulf Coastal Plain Pondshore & Wet Prairie,9713,East Gulf Coastal Plain Depression Pondshore,2.C.4.NeM067G111E410
411,2809804,0.43922,0.68627,0.70588,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.4,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",2.C.4.Ne,"Atlantic & Gulf Coastal Plain Marsh, Wet Prairie & Shrubland",M067,Atlantic & Gulf Coastal Plain Wet Prairie & Marsh,G188,Atlantic & Gulf Coatal Plain River & Basin Freshwater Marsh,9223,Floridian Highlands Freshwater Marsh,2.C.4.NeM067G188E411
412,8262,0.43922,0.68627,0.70588,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.4,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",2.C.4.Ne,"Atlantic & Gulf Coastal Plain Marsh, Wet Prairie & Shrubland",M067,Atlantic & Gulf Coastal Plain Wet Prairie & Marsh,G187,Atlantic & Gulf Coastal Plain Seep,9241,Southern Coastal Plain Herbaceous Seepage Bog,2.C.4.NeM076G187E412
413,498059,0.43922,0.68627,0.70588,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M033,Southern Coastal Plain Basin Swamp & Flatwoods,G038,Coastal Plain Hardwood Basin Swamp,9205,Southern Coastal Plain Nonriverine Basin Swamp - Okefenokee Clethra Modifier,1.B.3.NbM033G038E413
414,153196,0.43922,0.68627,0.70588,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.3,Temperate Flooded & Swamp Forest,1.B.3.Nb,Southeastern North American Flooded & Swamp Forest,M033,Southern Coastal Plain Basin Swamp & Flatwoods,G038,Coastal Plain Hardwood Basin Swamp,9204,Southern Coastal Plain Nonriverine Basin Swamp - Okefenokee Nupea Modifier,1.B.3.NbM033G038E414
